City,Customer_Age,Customer_Name,Customer_Segment,Discount,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Name,Product_Sub_Category,Profit,Region,Sales,State,Unit_Price,Zip_Code
Asheboro,53,Jeremy Lonsdale,Corporate,0.06,2/13/2014,47015,Not Specified,19,0.78,Furniture,Riverside Furniture Stanwyck Manor Table Series,Tables,-557.2,South,5441.06,North Carolina,286.85,27203
High Point,41,Liz Carlisle,Corporate,0.09,7/17/2012,38982,Not Specified,43,0.4,Technology,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,425.07,South,1114.42,North Carolina,28.48,27260
High Point,43,Liz Carlisle,Corporate,0.1,9/27/2012,25953,Critical,27,0.47,Office Supplies,Lumber Crayons,Pens & Art Supplies,-16.3,South,258.54,North Carolina,9.85,27260
High Point,43,Liz Carlisle,Corporate,0.04,9/27/2012,25953,Critical,19,0.58,Technology,Timeport L7089,Telephones and Communication,140.913,South,1972.884,North Carolina,125.99,27260
High Point,56,Liz Pelletier,Corporate,0.04,7/15/2014,32,High,15,0.79,Technology,"Imation 3.5 IBM Diskettes, 10/Box",Computer Peripherals,-128.38,South,140.56,North Carolina,8.46,27260
High Point,59,Liz Carlisle,Corporate,0.01,12/10/2014,57510,Not Specified,6,0.37,Office Supplies,Xerox 1977,Paper,-11.34,South,48.05,North Carolina,6.68,27260
High Point,65,Liz Carlisle,Corporate,0.08,5/23/2015,32100,Medium,29,0.44,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,359.75,South,1104.28,North Carolina,40.98,27260
Eden,57,Justin Deggeller,Corporate,0.04,9/15/2014,26439,Medium,37,0.4,Office Supplies,Xerox 1953,Paper,-114.35,South,169.93,North Carolina,4.28,27288
Eden,57,Justin Deggeller,Corporate,0,9/15/2014,26439,Medium,38,0.64,Technology,Belkin ErgoBoard™ Keyboard,Computer Peripherals,75.5,South,1230.83,North Carolina,30.98,27288
Eden,57,Justin Deggeller,Corporate,0.1,9/15/2014,26439,Medium,23,0.58,Technology,MicroTAC 650,Telephones and Communication,53.649,South,1176.944,North Carolina,65.99,27288
Thomasville,66,Neil Knudson,Corporate,0.05,6/14/2015,43045,Medium,12,0.65,Furniture,Hon iLevel™ Computer Training Table,Tables,-407.17,South,418.44,North Carolina,31.76,27360
Thomasville,66,Neil Knudson,Corporate,0.01,6/14/2015,43045,Medium,47,0.79,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,1126.72,South,5301.2,North Carolina,105.29,27360
Greensboro,41,Jonathan Doherty,Corporate,0.04,6/23/2012,41799,High,21,0.57,Technology,T193,Telephones and Communication,95.148,South,1130.806,North Carolina,65.99,27405
Greensboro,45,Jonathan Doherty,Corporate,0.04,1/31/2013,50304,Critical,22,0.4,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,239.94,South,887.98,North Carolina,39.98,27405
Greensboro,46,Jonathan Doherty,Corporate,0.04,3/30/2013,38659,Low,48,0.45,Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,1560.82,South,3982.42,North Carolina,83.1,27405
Greensboro,46,Jonathan Doherty,Corporate,0.05,3/30/2013,38659,Low,32,0.63,Furniture,Bevis 36 x 72 Conference Tables,Tables,-395.12,South,4025.66,North Carolina,124.49,27405
Greensboro,68,Jonathan Doherty,Corporate,0.01,9/14/2015,44805,High,40,0.35,Office Supplies,Avery Trapezoid Extra Heavy Duty 4 Binders,Binders and Binder Accessories,782.0085,South,1710.65,North Carolina,41.94,27405
Greensboro,70,Jonathan Doherty,Corporate,0.05,10/8/2015,33731,High,12,0.59,Office Supplies,X-Rack™ File for Hanging Folders,Storage & Organization,-23.99,South,138.88,North Carolina,11.29,27405
Apex,65,Craig Carreira,Corporate,0.09,5/21/2015,30343,Critical,8,0.39,Technology,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,3852.19,South,41343.21,North Carolina,6783.02,27502
Chapel Hill,61,Dennis Pardue,Corporate,0.01,1/19/2015,8034,High,31,0.58,Office Supplies,Staples Surge Protector 6 outlet,Appliances,11.38,South,354.45,North Carolina,10.98,27514
Chapel Hill,61,Dennis Pardue,Corporate,0.02,1/19/2015,8034,High,13,0.56,Office Supplies,Berol Giant Pencil Sharpener,Pens & Art Supplies,-36.11,South,238.43,North Carolina,16.99,27514
Chapel Hill,61,Dennis Pardue,Corporate,0.08,1/19/2015,8034,High,36,0.67,Furniture,Hon 61000 Series Interactive Training Tables,Tables,-1231.35,South,1606.4,North Carolina,44.43,27514
Garner,41,Jonathan Doherty,Corporate,0.09,6/3/2012,69,Not Specified,42,0.44,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,511.69,South,1186.06,North Carolina,30.93,27529
Garner,41,Jonathan Doherty,Corporate,0.03,6/3/2012,69,Not Specified,28,0.6,Office Supplies,Newell 308,Pens & Art Supplies,0.35,South,51.53,North Carolina,1.68,27529
Goldsboro,44,Jonathan Doherty,Corporate,0.09,11/3/2012,32675,High,20,,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,1541.68,South,6865.19,North Carolina,349.45,27534
Goldsboro,70,Jonathan Doherty,Corporate,0.09,10/8/2015,33731,High,32,0.36,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",Rubber Bands,8.45,South,109.01,North Carolina,3.58,27534
Goldsboro,70,Jonathan Doherty,Corporate,0.02,10/8/2015,33731,High,27,0.6,Furniture,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,1148.88,South,8213.37,North Carolina,284.98,27534
Goldsboro,70,Jonathan Doherty,Corporate,0.03,10/11/2015,9473,Not Specified,34,0.37,Office Supplies,JM Magazine Binder,Binders and Binder Accessories,188.224,South,563.82,North Carolina,16.51,27534
Goldsboro,70,Jonathan Doherty,Corporate,0.1,10/11/2015,9473,Not Specified,3,0.4,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,-23.69,South,31.95,North Carolina,8.04,27534
Goldsboro,70,Jonathan Doherty,Corporate,0.04,10/11/2015,9473,Not Specified,31,0.59,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,-363.44,South,502.44,North Carolina,15.51,27534
Goldsboro,77,Jonathan Doherty,Corporate,0.05,12/11/2015,6339,Critical,20,0.57,Office Supplies,Super Decoflex Portable Personal File,Storage & Organization,-50.84,South,303.69,North Carolina,14.98,27534
Wake Forest,47,Paul Stevenson,Corporate,0.02,6/1/2013,31330,High,38,0.57,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,13.89,South,540.64,North Carolina,13.43,27587
Wake Forest,47,Paul Stevenson,Corporate,0.04,6/1/2013,31330,High,2,0.51,Office Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Pens & Art Supplies,-7.9,South,13.5,North Carolina,5.98,27587
Wake Forest,55,Paul Stevenson,Corporate,0.06,5/10/2014,30657,High,6,0.66,Technology,"Fellowes Mobile Numeric Keypad, Graphite",Computer Peripherals,-170.91,South,273.38,North Carolina,43.22,27587
Wake Forest,55,Paul Stevenson,Corporate,0.01,5/10/2014,30657,High,8,0.43,Technology,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,-1.73,South,179.66,North Carolina,22.24,27587
Raleigh,44,Maxwell Schwartz,Corporate,0.06,12/12/2012,28037,High,31,0.37,Office Supplies,HP Office Paper (20Lb. and 87 Bright),Paper,-101.28,South,203.53,North Carolina,6.68,27604
Raleigh,53,Maxwell Schwartz,Corporate,0,2/6/2014,43110,High,3,0.38,Office Supplies,Xerox 1989,Paper,-9.69,South,21.01,North Carolina,4.98,27604
Raleigh,55,Maxwell Schwartz,Corporate,0.02,5/1/2014,42979,Not Specified,29,0.61,Furniture,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,109.39,South,2770.79,North Carolina,90.98,27604
Raleigh,56,Maxwell Schwartz,Corporate,0.03,7/22/2014,28867,Medium,6,0.37,Office Supplies,Multicolor Computer Printout Paper,Paper,80.01,South,642.42,North Carolina,104.85,27604
Raleigh,56,Maxwell Schwartz,Corporate,0.1,7/22/2014,28867,Medium,43,0.78,Technology,Microsoft Internet Keyboard,Computer Peripherals,-199.98,South,866.73,North Carolina,20.97,27604
Raleigh,56,Maxwell Schwartz,Corporate,0.02,7/22/2014,28867,Medium,26,0.57,Technology,600 Series Flip,Telephones and Communication,374.751,South,2169.7525,North Carolina,95.99,27604
Durham,60,Dennis Pardue,Corporate,0,12/25/2014,56423,Not Specified,41,0.38,Office Supplies,Avery 501,Labels,85.45,South,170.82,North Carolina,3.69,27707
Durham,60,Dennis Pardue,Corporate,0.04,12/25/2014,56423,Not Specified,4,0.58,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,-281.17,South,1609.69,North Carolina,419.19,27707
Durham,61,Dennis Pardue,Corporate,0.03,1/31/2015,57280,Medium,44,0.37,Office Supplies,Xerox 1997,Paper,-260.8,South,299.85,North Carolina,6.48,27707
Durham,67,Dennis Pardue,Corporate,0,7/17/2015,42374,Critical,47,0.36,Office Supplies,GBC Poly Designer Binding Covers,Binders and Binder Accessories,214.302,South,807.6,North Carolina,16.74,27707
Durham,67,Dennis Pardue,Corporate,0,7/17/2015,42374,Critical,11,0.39,Office Supplies,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,174.216,South,694.17,North Carolina,59.78,27707
Rocky Mount,47,Neil Knudson,Corporate,0.05,5/20/2013,3331,High,31,0.36,Office Supplies,Avery 508,Labels,73.16,South,153.28,North Carolina,4.91,27801
Rocky Mount,53,Maxwell Schwartz,Corporate,0.05,2/6/2014,43110,High,1,0.37,Technology,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,-11861.46,South,3457.99,North Carolina,3499.99,27801
Rocky Mount,67,Maxwell Schwartz,Corporate,0.01,8/4/2015,52197,Critical,23,0.53,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,-10.11,South,91.94,North Carolina,3.95,27801
Rocky Mount,67,Maxwell Schwartz,Corporate,0.06,8/4/2015,52197,Critical,6,0.73,Office Supplies,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,-78.82,South,377.03,North Carolina,64.98,27801
Greenville,45,Jonathan Doherty,Corporate,0.05,1/31/2013,50304,Critical,3,0.76,Furniture,Anderson Hickey Conga Table Tops & Accessories,Tables,-60.74,South,72.46,North Carolina,15.23,27834
Greenville,60,Jonathan Doherty,Corporate,0.04,12/16/2014,51201,High,42,0.36,Office Supplies,GBC Plastic Binding Combs,Binders and Binder Accessories,-342.378,South,312.05,North Carolina,7.38,27834
Greenville,67,Jonathan Doherty,Corporate,0.06,7/29/2015,52678,High,3,0.78,Office Supplies,"Tennsco Lockers, Gray",Storage & Organization,-95.39,South,112.79,North Carolina,20.98,27834
Wilson,41,Rick Wilson,Corporate,0.01,6/11/2012,26466,Critical,29,0.38,Technology,Accessory41,Telephones and Communication,287.991,South,909.721,North Carolina,35.99,27893
Wilson,49,Rick Wilson,Corporate,0.05,8/14/2013,17381,High,28,0.37,Office Supplies,Avery 496,Labels,40.9,South,101.25,North Carolina,3.75,27893
Wilson,51,Rick Wilson,Corporate,0.1,11/3/2013,19974,High,14,0.59,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,635.33,South,3830.84,North Carolina,279.81,27893
Wilson,51,Rick Wilson,Corporate,0.07,11/3/2013,19974,High,22,0.57,Office Supplies,Recycled Eldon Regeneration Jumbo File,Storage & Organization,-45.98,South,267.43,North Carolina,12.28,27893
Wilson,69,Rick Wilson,Corporate,0.01,9/22/2015,25443,Medium,33,0.38,Technology,"210 Trimline Phone, White",Office Machines,-57.8289,South,570.24,North Carolina,15.99,27893
Albemarle,42,Bill Eplett,Corporate,0.07,9/4/2012,42342,Not Specified,43,0.78,Furniture,Riverside Furniture Stanwyck Manor Table Series,Tables,-686.45,South,9501.624,North Carolina,286.85,28001
Albemarle,44,Bill Eplett,Corporate,0.04,12/18/2012,47203,Critical,8,0.37,Technology,Logitech Access Keyboard,Computer Peripherals,-30.02,South,129.18,North Carolina,15.98,28001
Albemarle,44,Bill Eplett,Corporate,0.06,12/18/2012,47203,Critical,44,0.39,Office Supplies,Xerox 1929,Paper,337.97,South,1016.26,North Carolina,22.84,28001
Concord,66,Dennis Pardue,Corporate,0.08,7/17/2015,42374,Critical,21,0.41,Technology,TDK 4.7GB DVD-R,Computer Peripherals,37.3,South,205.32,North Carolina,10.01,28027
Gastonia,44,Jonathan Doherty,Corporate,0.04,12/14/2012,5765,Low,23,0.38,Office Supplies,Xerox 1880,Paper,9.06,South,849.46,North Carolina,35.44,28052
Gastonia,51,Jonathan Doherty,Corporate,0.01,12/5/2013,3783,Not Specified,11,0.77,Technology,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-40.25,South,92.14,North Carolina,8.12,28052
Gastonia,51,Jonathan Doherty,Corporate,0.05,12/5/2013,3783,Not Specified,40,0.37,Office Supplies,Xerox 227,Paper,-200.63,South,257.43,North Carolina,6.48,28052
Indian Trail,43,Liz Pelletier,Corporate,0.05,10/19/2012,52615,Low,4,0.6,Office Supplies,Hoover Portapower™ Portable Vacuum,Appliances,-139.53,South,67.22,North Carolina,4.48,28079
Indian Trail,43,Liz Pelletier,Corporate,0.1,10/19/2012,52615,Low,18,0.35,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-64.078,South,76.85,North Carolina,4.24,28079
Indian Trail,56,Lycoris Saunders,Corporate,0.05,7/19/2014,2757,High,42,0.6,Office Supplies,Acme® 8 Straight Scissors,"Scissors, Rulers and Trimmers",84.38,South,569.32,North Carolina,12.98,28079
Indian Trail,64,Liz Pelletier,Corporate,0.01,4/11/2015,57767,Critical,34,0.57,Technology,LX 677,Telephones and Communication,861.723,South,3373.7095,North Carolina,110.99,28079
Kannapolis,68,Lycoris Saunders,Corporate,0.02,9/9/2015,32804,Medium,20,0.38,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-61.985,South,89.51,North Carolina,3.98,28081
Monroe,50,Lycoris Saunders,Corporate,0.05,9/29/2013,59008,Critical,39,0.36,Technology,Lexmark Z54se Color Inkjet Printer,Office Machines,1264.75,South,3451.85,North Carolina,90.97,28110
Salisbury,42,Neil Knudson,Corporate,0.04,9/13/2012,4772,Critical,28,0.55,Technology,i270,Telephones and Communication,214.29,South,1560.617,North Carolina,65.99,28144
Salisbury,63,Neil Knudson,Corporate,0.01,3/23/2015,7941,Low,50,0.59,Office Supplies,Recycled Steel Personal File for Standard File Folders,Storage & Organization,801.04,South,2796.67,North Carolina,55.29,28144
Salisbury,65,Neil Knudson,Corporate,0,5/7/2015,17862,Not Specified,1,0.78,Technology,Microsoft Internet Keyboard,Computer Peripherals,-57.04,South,28.73,North Carolina,20.97,28144
Salisbury,65,Neil Knudson,Corporate,0.08,5/7/2015,17862,Not Specified,31,0.57,Office Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Pens & Art Supplies,4.87,South,67.88,North Carolina,2.1,28144
Salisbury,72,Neil Knudson,Corporate,0.1,11/6/2015,10951,Not Specified,14,0.55,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36",Office Furnishings,75.48,South,677.43,North Carolina,50.98,28144
Charlotte,45,Dennis Pardue,Corporate,0.03,2/2/2013,18307,Low,34,0.47,Office Supplies,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,37.99,South,245.19,North Carolina,7.08,28205
Charlotte,45,Dennis Pardue,Corporate,0.08,2/2/2013,18307,Low,23,0.37,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,32.36,South,441.99,North Carolina,19.98,28205
Charlotte,55,Dennis Pardue,Corporate,0.03,5/8/2014,14242,High,35,0.75,Technology,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,9,South,1078.58,North Carolina,30.73,28205
Laurinburg,47,Lindsay Castell,Corporate,0.09,4/27/2013,28512,Medium,11,0.75,Technology,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,-96.53,South,323.91,North Carolina,30.73,28352
Laurinburg,47,Lindsay Castell,Corporate,0.1,4/27/2013,28512,Medium,10,0.38,Office Supplies,Xerox Blank Computer Paper,Paper,12.01,South,185.59,North Carolina,19.98,28352
Laurinburg,47,Lindsay Castell,Corporate,0.05,4/27/2013,28512,Medium,18,0.58,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,1593.61,South,7168.15,North Carolina,419.19,28352
Laurinburg,65,Lindsay Castell,Corporate,0,5/22/2015,28294,High,47,0.81,Office Supplies,Bagged Rubber Bands,Rubber Bands,-19.92,South,63.47,North Carolina,1.26,28352
Wilmington,46,Paul Stevenson,Corporate,0.01,3/27/2013,37923,Not Specified,29,0.36,Office Supplies,Xerox 1930,Paper,-79.67,South,198.43,North Carolina,6.48,28403
Wilmington,66,Paul Stevenson,Corporate,0.07,6/13/2015,48868,Not Specified,43,0.59,Technology,CF 888,Telephones and Communication,1754.082,South,6861.8545,North Carolina,195.99,28403
Wilmington,66,Paul Stevenson,Corporate,0.05,6/13/2015,48868,Not Specified,47,0.85,Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,-1014.01,South,7647.97,North Carolina,167.27,28403
Jacksonville,56,Lycoris Saunders,Corporate,0.07,7/3/2014,22727,Not Specified,45,0.36,Office Supplies,Xerox 1966,Paper,-120.37,South,296.82,North Carolina,6.48,28540
Jacksonville,68,Lycoris Saunders,Corporate,0.07,9/9/2015,32804,Medium,49,0.37,Office Supplies,Avery 510,Labels,74.82,South,174.81,North Carolina,3.75,28540
New Bern,41,Maxwell Schwartz,Corporate,0.07,7/2/2012,7782,Critical,20,0.56,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,310.93,South,1205.73,North Carolina,60.97,28560
New Bern,43,Maxwell Schwartz,Corporate,0.07,9/24/2012,4583,Medium,44,0.73,Furniture,Novimex Turbo Task Chair,Chairs & Chairmats,-720.2,South,3021.64,North Carolina,70.98,28560
New Bern,47,Maxwell Schwartz,Corporate,0,5/4/2013,3012,Critical,41,0.36,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,Binders and Binder Accessories,10.4975,South,120.03,North Carolina,2.78,28560
New Bern,48,Maxwell Schwartz,Corporate,0.01,8/4/2013,19748,Not Specified,6,0.37,Office Supplies,Xerox 1887,Paper,13.34,South,124.65,North Carolina,18.97,28560
New Bern,53,Maxwell Schwartz,Corporate,0,3/1/2014,12194,Critical,19,0.58,Technology,R380,Telephones and Communication,658.503,South,3355.154,North Carolina,195.99,28560
Hickory,42,Liz Carlisle,Corporate,0.07,8/13/2012,18049,Medium,10,0.36,Office Supplies,Xerox 1983,Paper,-22.57,South,65.52,North Carolina,5.98,28601
Hickory,52,Liz Carlisle,Corporate,0.04,12/20/2013,3169,Medium,7,0.38,Office Supplies,Grip Seal Envelopes,Envelopes,-19.95,South,35.58,North Carolina,4.42,28601
Hickory,56,Liz Carlisle,Corporate,0.04,6/23/2014,10210,Not Specified,10,0.65,Technology,Keytronic French Keyboard,Computer Peripherals,-154.65,South,767.34,North Carolina,73.98,28601
Hickory,69,Liz Carlisle,Corporate,0.1,9/24/2015,23648,Critical,4,0.39,Office Supplies,Avery 494,Labels,-0.64,South,10.65,North Carolina,2.61,28601
Hickory,69,Liz Carlisle,Corporate,0.03,9/24/2015,23648,Critical,44,0.74,Technology,Adesso Programmable 142-Key Keyboard,Computer Peripherals,907.49,South,6768.16,North Carolina,152.48,28601
Hickory,72,Liz Carlisle,Corporate,0.06,11/5/2015,20032,Medium,8,0.45,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,-11.39,South,137.38,North Carolina,17.48,28601
Spartanburg,73,Michael Grace,Corporate,0.08,11/8/2015,20292,Medium,26,0.5,Office Supplies,Bionaire 99.97% HEPA Air Cleaner,Appliances,-22.83,South,452.39,South Carolina,17.52,29301
Spartanburg,73,Michael Grace,Corporate,0,11/8/2015,20292,Medium,5,0.6,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,-70.47,South,117.13,South Carolina,20.95,29301
Spartanburg,79,Michael Grace,Corporate,0.06,12/15/2015,16935,Not Specified,3,0.36,Office Supplies,Spiral Phone Message Books with Labels by Adams,Paper,-2.72,South,14.74,South Carolina,4.48,29301
Spartanburg,79,Michael Grace,Corporate,0.09,12/15/2015,16935,Not Specified,43,0.56,Office Supplies,Newell 340,Pens & Art Supplies,12.47,South,117.68,South Carolina,2.88,29301
Charleston,48,Tiffany House,Corporate,0.03,7/28/2013,55234,Low,5,0.57,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-7.54,South,17.06,South Carolina,2.98,29418
Charleston,48,Tiffany House,Corporate,0.09,7/28/2013,55234,Low,12,0.62,Technology,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Computer Peripherals,-82.67,South,600.86,South Carolina,53.98,29418
Charleston,52,Saphhira Shifley,Corporate,0.07,12/26/2013,56103,High,24,0.58,Technology,8890,Telephones and Communication,366.858,South,2332.5955,South Carolina,115.99,29418
Summerville,42,Michael Grace,Corporate,0.1,8/19/2012,45410,Low,19,0.59,Office Supplies,Desktop 3-Pocket Hot File®,Storage & Organization,-103.11,South,991.36,South Carolina,54.1,29483
Summerville,53,Michael Grace,Corporate,0,2/26/2014,50145,High,9,0.44,Furniture,Howard Miller 13 Diameter Goldtone Round Wall Clock,Office Furnishings,305.87,South,458.8,South Carolina,46.94,29483
Summerville,53,Michael Grace,Corporate,0.06,2/26/2014,50145,High,18,0.43,Furniture,Flat Face Poster Frame,Office Furnishings,152.28,South,325.58,South Carolina,18.84,29483
